,Title,Worldwide,Domestic,Foreign,Year
10300,In a Better World,"$13,004,504","$1,008,098","$11,996,406",2010
10301,I Saw the Devil,"$12,966,357","$129,210","$12,837,147",2010
10302,Made in Dagenham,"$12,629,471","$1,095,369","$11,534,102",2010
10303,Raajneeti,"$12,604,224","$1,514,558","$11,089,666",2010
10304,Gainsbourg: A Heroic Life,"$12,220,456","$233,007","$11,987,449",2010
10305,Tamara Drewe,"$12,037,973","$560,391","$11,477,582",2010
10306,I Am Love,"$12,014,663","$5,005,465","$7,009,198",2010
10307,Chloe,"$11,808,880","$3,075,255","$8,733,625",2010
10308,"It's Not You, It's Me","$11,301,956","$1,339,911","$9,962,045",2010
10309,Straw Dogs,"$11,168,712","$10,324,441","$844,271",2010
10310,Conviction 2010 Re-release,"$11,104,555","$6,783,129","$4,321,426",2010
10311,The Warrior's Way,"$11,103,434","$5,666,340","$5,437,094",2010
10312,Last Night,"$11,027,222","$99,000","$10,928,222",2010
10313,Jonah Hex,"$10,903,312","$10,547,117","$356,195",2010
10314,Heartbreaker 2010 Re-release,"$10,606,371","$504,030","$10,102,341",2010
10315,Get Low,"$10,522,511","$9,176,933","$1,345,578",2010
10316,Stone,"$10,300,416","$1,810,078","$8,490,338",2010
10317,Babies,"$10,219,306","$7,320,323","$2,898,983",2010
10318,Senna,"$10,197,661","$1,612,430","$8,585,231",2010
10319,Cyrus,"$9,933,873","$7,468,936","$2,464,937",2010
10320,Never Let Me Go,"$9,904,795","$2,434,652","$7,470,143",2010
10321,Point Blank,"$9,487,445","$708,215","$8,779,230",2010
10322,Peepli (Live),"$9,460,931","$757,951","$8,702,980",2010
10323,MacGruber,"$9,322,895","$8,525,600","$797,295",2010
10324,Space Dogs,"$8,530,226","$14,408","$8,515,818",2010
10325,The Outrage,"$8,457,741","$44,745","$8,412,996",2010
10326,The Way 2010 Re-release,"$8,437,872","$4,430,765","$4,007,107",2010
10327,Snabba Cash,"$8,369,756","$205,741","$8,164,015",2010
10328,London Boulevard,"$8,307,227","$16,075","$8,291,152",2010
10329,Inside Job,"$7,871,522","$4,312,735","$3,558,787",2010
10330,Certified Copy,"$7,736,632","$1,373,975","$6,362,657",2010
10331,Open Season 3,"$7,487,555",-,"$7,487,555",2010
10332,Animal Kingdom,"$7,208,231","$1,044,039","$6,164,192",2010
10333,The Joneses,"$7,031,729","$1,475,746","$5,555,983",2010
10334,The Princess of Montpensier,"$6,965,201","$352,428","$6,612,773",2010
10335,Centurion,"$6,890,432","$123,570","$6,766,862",2010
10336,Bran Nue Dae,"$6,812,530","$113,568","$6,698,962",2010
10337,The Names of Love,"$6,803,887","$514,237","$6,289,650",2010
10338,It's Kind of a Funny Story,"$6,491,240","$6,363,628","$127,612",2010
10339,Waiting for 'Superman',"$6,433,688","$6,417,135","$16,553",2010
10340,Greenberg,"$6,344,112","$4,234,170","$2,109,942",2010
10341,Four Lions,"$6,148,687","$304,616","$5,844,071",2010
10342,The Illusionist,"$6,007,194","$2,231,474","$3,775,720",2010
10343,Young Goethe in Love,"$5,826,565","$162,138","$5,664,427",2010
10344,Mother and Child,"$5,621,971","$1,110,509","$4,511,462",2010
10345,Solitary Man,"$5,615,390","$4,360,548","$1,254,842",2010
10346,Exit Through the Gift Shop,"$5,386,242","$3,291,250","$2,094,992",2010
10347,Trollhunter,"$5,341,098","$253,444","$5,087,654",2010
10348,Tucker and Dale vs Evil,"$5,224,938","$223,838","$5,001,100",2010
10349,Rabbit Hole,"$5,140,925","$2,229,058","$2,911,867",2010
10350,Monsters,"$5,060,438","$237,301","$4,823,137",2010
10351,Burke and Hare,"$4,791,599","$4,833","$4,786,766",2010
10352,The Runaways,"$4,681,651","$3,573,673","$1,107,978",2010
10353,King of Devil's Island,"$4,360,391","$7,615","$4,352,776",2010
10354,Please Give,"$4,313,829","$4,033,574","$280,255",2010
10355,Carancho,"$4,120,012","$85,526","$4,034,486",2010
10356,The Killer Inside Me,"$4,050,140","$217,277","$3,832,863",2010
10357,Rare Exports,"$4,028,971","$236,347","$3,792,624",2010
10358,The Perfect Game,"$3,878,993","$1,037,071","$2,841,922",2010
10359,Frozen,"$3,843,774","$246,176","$3,597,598",2010
10360,To Save a Life,"$3,824,868","$3,777,210","$47,658",2010
10361,Love Crime,"$3,663,918","$539,792","$3,124,126",2010
10362,The Last Circus,"$3,604,598","$40,548","$3,564,050",2010
10363,Catfish,"$3,533,711","$3,237,343","$296,368",2010
10364,Wild Target,"$3,494,154","$108,589","$3,385,565",2010
10365,3,"$3,484,446","$59,954","$3,424,492",2010
10366,Hors la loi,"$3,470,487","$96,933","$3,373,554",2010
10367,6 Souls,"$3,205,167",-,"$3,205,167",2010
10368,Come Undone,"$3,101,465","$10,035","$3,091,430",2010
10369,Dabangg,"$2,942,554","$1,288,549","$1,654,005",2010
10370,Joan Rivers: A Piece of Work,"$2,930,687","$2,930,687",-,2010
10371,Kites,"$2,924,751","$1,643,486","$1,281,265",2010
10372,Letters to God,"$2,908,893","$2,848,578","$60,315",2010
10373,Twelve,"$2,648,195","$183,920","$2,464,275",2010
10374,N-Secure,"$2,595,644","$2,595,644",-,2010
10375,Poetry,"$2,533,089","$356,149","$2,176,940",2010
10376,Cairo Time,"$2,477,315","$1,603,616","$873,699",2010
10377,Tees Maar Khan,"$2,454,414","$1,076,443","$1,377,971",2010
10378,The Tree,"$2,450,045","$71,158","$2,378,887",2010
10379,After.Life,"$2,422,634","$108,595","$2,314,039",2010
10380,Twilight/The Twilight Saga: New Moon,"$2,385,237","$2,385,237",-,2010
10381,Chico & Rita,"$2,347,919","$350,524","$1,997,395",2010
10382,Housefull,"$2,340,550","$1,183,658","$1,156,892",2010
10383,Ong-bak 3,"$2,340,516","$14,890","$2,325,626",2010
10384,A Cat in Paris,"$2,080,634","$309,973","$1,770,661",2010
10385,Golmaal 3,"$2,067,671","$1,132,192","$935,479",2010
10386,Guzaarish,"$2,043,580","$1,017,335","$1,026,245",2010
10387,Armadillo,"$2,018,685","$14,566","$2,004,119",2010
10388,A Somewhat Gentle Man,"$1,826,459","$37,743","$1,788,716",2010
10389,Mozart's Sister,"$1,824,891","$707,885","$1,117,006",2010
10390,The Polar Express 2010 IMAX Release,"$1,798,274","$672,796","$1,125,478",2010
10391,Ondine,"$1,777,019","$550,472","$1,226,547",2010
10392,Flipped,"$1,755,212","$1,755,212",-,2010
10393,Tekken,"$1,697,207",-,"$1,697,207",2010
10394,All Good Things 2010 Re-release,"$1,689,646","$582,024","$1,107,622",2010
10395,Anjaana Anjaani,"$1,615,888","$854,757","$761,131",2010
10396,The Other Woman,"$1,451,343","$25,423","$1,425,920",2010
10397,The City of Your Final Destination,"$1,444,401","$493,296","$951,105",2010
10398,Restrepo,"$1,436,391","$1,330,894","$105,497",2010
10399,White Material,"$1,392,434","$304,020","$1,088,414",2010
10400,Raavan,"$1,356,461","$708,726","$647,735",2010
10401,Ajami,"$1,331,651","$622,403","$709,248",2010
10402,It's a Wonderful Afterlife,"$1,321,438",-,"$1,321,438",2010
10403,I Spit on Your Grave,"$1,278,650","$93,051","$1,185,599",2010
10404,Howl,"$1,278,390","$617,334","$661,056",2010
10405,When We Leave,"$1,214,076","$19,631","$1,194,445",2010
10406,Uncle Boonmee Who Can Recall His Past Lives,"$1,212,206","$184,292","$1,027,914",2010
10407,Casino Jack,"$1,209,709","$1,042,959","$166,750",2010
10408,When You're Strange,"$1,194,182","$246,078","$948,104",2010
10409,Miral,"$1,132,843","$373,420","$759,423",2010
10410,La Mission,"$1,062,941","$1,062,941",-,2010
10411,Carlos,"$1,059,369","$145,526","$913,843",2010
10412,Khatta Meetha,"$1,040,814","$541,904","$498,910",2010
10413,We Are Family,"$1,031,070","$638,144","$392,926",2010
10414,Leaves of Grass,"$1,018,753","$70,066","$948,687",2010
10415,The Oscar Nominated Short Films 2010: Live Action,"$1,018,169","$1,018,169",-,2010
10416,The Greatest,"$985,181","$114,766","$870,415",2010
10417,The Wildest Dream,"$898,137","$898,137",-,2010
10418,The Disappearance of Alice Creed,"$896,919","$166,980","$729,939",2010
10419,Princess Kaiulani,"$883,887","$883,887",-,2010
10420,Veer,"$861,630","$527,193","$334,437",2010
10421,Chain Letter,"$855,185","$138,788","$716,397",2010
10422,Heartbeats,"$843,423","$68,723","$774,700",2010
10423,Break Ke Baad,"$816,988","$427,628","$389,360",2010
10424,What If...,"$814,906","$814,906",-,2010
10425,The Tillman Story,"$802,535","$802,535",-,2010
10426,Life During Wartime,"$783,232","$281,447","$501,785",2010
10427,Enter the Void,"$775,385","$336,467","$438,918",2010
10428,Middle Men,"$754,301","$754,301",-,2010
10429,Holy Rollers,"$744,266","$303,064","$441,202",2010
10430,How I Ended This Summer,"$730,412","$8,733","$721,679",2010
10431,Passione,"$707,460","$255,355","$452,105",2010
10432,Le Quattro Volte,"$701,334","$152,530","$548,804",2010
10433,No Problem,"$654,369","$285,468","$368,901",2010
10434,The Extra Man,"$649,626","$453,377","$196,249",2010
10435,Jack Goes Boating,"$637,479","$541,992","$95,487",2010
10436,The Virginity Hit,"$636,706","$636,706",-,2010
10437,Kaboom,"$635,162","$118,919","$516,243",2010
10438,Korkoro,"$627,088","$8,242","$618,846",2010
10439,I'm Still Here,"$626,396","$408,983","$217,413",2010
10440,Oorlogswinter 2010 Re-release,"$623,392","$543,100","$80,292",2010
10441,"Happy, Happy","$620,238","$45,154","$575,084",2010
10442,Undertow,"$602,059","$108,620","$493,439",2010
10443,The Human Resources Manager,"$590,567","$64,014","$526,553",2010
10444,Elvis on Tour,"$587,818","$587,818",-,2010
10445,Mesrine Part 1: Killer Instinct 2010 Re-release,"$572,790","$551,697","$21,093",2010
10446,The Art of the Steal,"$544,890","$544,890",-,2010
10447,Standing Ovation,"$531,806","$531,806",-,2010
10448,Metropolis 2010 Re-release,"$529,603","$529,603",-,2010
10449,Preacher's Kid,"$515,065","$515,065",-,2010
10450,L'amour fou,"$489,126","$312,494","$176,632",2010
10451,Father of My Children,"$480,834","$144,022","$336,812",2010
10452,Sound of Noise,"$456,366","$24,565","$431,801",2010
10453,The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers,"$453,993","$453,993",-,2010
10454,Bitch Slap,"$439,587","$17,365","$422,222",2010
10455,I Want Your Money,"$433,588","$433,588",-,2010
10456,Rage,"$411,967","$5,594","$406,373",2010
10457,The Square 2010 Re-release,"$406,116","$406,116",-,2010
10458,The Tempest,"$405,861","$277,943","$127,918",2010
10459,Tiny Furniture,"$391,674","$391,674",-,2010
10460,Grease 2010 Sing-a-long,"$365,802","$365,802",-,2010
10461,Breathless 2010 Re-release,"$363,031","$363,031",-,2010
10462,Welcome to the Rileys,"$358,014","$158,898","$199,116",2010
10463,Like Dandelion Dust,"$352,810","$352,810",-,2010
10464,The Good Heart,"$346,851","$20,930","$325,921",2010
10465,Kings of Pastry,"$336,386","$336,386",-,2010
10466,Formosa Betrayed,"$326,034","$225,341","$100,693",2010
10467,Red Hill,"$324,424","$21,087","$303,337",2010
10468,A Film Unfinished,"$320,486","$320,486",-,2010
10469,The Yellow Handkerchief,"$318,623","$318,623",-,2010
10470,Today's Special,"$317,831","$317,831",-,2010
10471,Alamar,"$303,574","$61,613","$241,961",2010
10472,Special Treatment,"$294,483","$8,856","$285,627",2010
10473,44 Inch Chest 2010 Re-release,"$294,245","$39,033","$255,212",2010
10474,Karthik Calling Karthik,"$293,499","$286,409","$7,090",2010
10475,Pianomania,"$292,870","$49,852","$243,018",2010
10476,Mesrine Part 2: Public Enemy #1 2010 Re-release,"$292,150","$275,387","$16,763",2010
10477,Waste Land,"$291,307","$187,716","$103,591",2010
10478,Illégal,"$290,108",$651,"$289,457",2010
10479,Last Train Home,"$288,328","$288,328",-,2010
10480,Countdown to Zero,"$287,711","$272,040","$15,671",2010
10481,Post Mortem,"$286,702","$9,750","$276,952",2010
10482,South of the Border,"$284,214","$198,600","$85,614",2010
10483,"If I Want to Whistle, I Whistle","$280,892","$12,135","$268,757",2010
10484,"Lovely, Still","$279,170","$127,564","$151,606",2010
10485,Black Death,"$272,445","$22,554","$249,891",2010
10486,Mysteries of Lisbon,"$257,065","$110,507","$146,558",2010
10487,Jean-Michel Basquiat: The Radiant Child,"$256,242","$256,242",-,2010
10488,The Robber,"$254,489","$83,451","$171,038",2010
10489,The Human Centipede (First Sequence),"$252,207","$181,467","$70,740",2010
10490,Caterpillar,"$251,922","$4,157","$247,765",2010
10491,My Dog Tulip,"$246,574","$246,574",-,2010
10492,"Tuesday, After Christmas","$245,833","$27,813","$218,020",2010
10493,Brotherhood,"$240,887","$8,979","$231,908",2010
10494,The Exorcist Extended Director's Cut,"$235,134","$235,134",-,2010
10495,The Black Waters of Echo's Pond,"$224,409","$224,409",-,2010
10496,Chance Pe Dance,"$220,619","$168,643","$51,976",2010
10497,Jane's Journey,"$217,615","$27,253","$190,362",2010
10498,La soga,"$210,625","$210,625",-,2010
10499,House,"$209,765","$209,765",-,2010
10500,Sweetgrass,"$207,473","$207,473",-,2010
10501,Legendary,"$200,393","$200,393",-,2010
10502,A Screaming Man,"$193,981","$9,862","$184,119",2010
10503,Client 9: The Rise and Fall of Eliot Spitzer,"$192,870","$189,416","$3,454",2010
10504,The Romantics,"$191,019","$106,524","$84,495",2010
10505,Nick Saban: Gamechanger,"$189,000","$189,000",-,2010
10506,Leap Year,"$188,242","$12,979","$175,263",2010
10507,Salt of This Sea 2010 Re-release,"$186,045","$11,662","$174,383",2010
10508,Winnebago Man,"$181,039","$181,039",-,2010
10509,Nostalgia for the Light,"$177,634","$163,962","$13,672",2010
10510,Casino Jack and the United States of Money,"$176,865","$176,865",-,2010
10511,Anchor Baby,"$176,784","$15,790","$160,994",2010
10512,Perrier's Bounty,"$167,938",$828,"$167,110",2010
10513,Genius Within: The Inner Life of Glenn Gould,"$167,508","$167,508",-,2010
10514,Fool for Love,"$165,987","$165,987",-,2010
10515,Spring Fever,"$161,110","$10,824","$150,286",2010
10516,The Eclipse,"$159,852","$133,411","$26,441",2010
10517,Hatchet II,"$156,190","$52,604","$103,586",2010
10518,Red Riding: The Year of Our Lord 1974,"$151,644","$151,644",-,2010
10519,The Cremaster Cycle 2010 Re-release,"$151,239","$151,239",-,2010
10520,Only the Brave,"$150,000","$150,000",-,2010
10521,The Strange Case of Angelica,"$147,173","$50,135","$97,038",2010
10522,Survival of the Dead,"$143,191","$101,740","$41,451",2010
10523,The Weathered Underground,"$140,091","$140,091",-,2010
10524,Love Ranch,"$137,885","$137,885",-,2010
10525,Attenberg,"$134,503","$24,036","$110,467",2010
10526,Pure Country 2: The Gift,"$133,771","$133,771",-,2010
10527,October,"$130,335","$32,127","$98,208",2010
10528,Stonewall Uprising,"$128,203","$128,203",-,2010
10529,Benda Bilili!,"$127,362","$13,420","$113,942",2010
10530,The Arbor,"$126,182","$21,620","$104,562",2010
10531,Ran 2010 Re-release,"$124,673","$124,673",-,2010
10532,Film socialisme 2010 Re-release,"$122,264","$42,925","$79,339",2010
10533,Valley of the Heart's Delight,"$119,290","$119,290",-,2010
10534,Celine: Through the Eyes of the World,"$119,274",-,"$119,274",2010
10535,See What I'm Saying: The Deaf Entertainers Documentary,"$118,206","$118,206",-,2010
10536,Freakonomics,"$117,678","$101,270","$16,408",2010
10537,Touching Home,"$116,353","$116,353",-,2010
10538,Marwencol,"$112,036","$112,036",-,2010
10539,Saint John of Las Vegas,"$111,731","$102,645","$9,086",2010
10540,Best Worst Movie,"$109,895","$109,895",-,2010
10541,Blood Done Sign My Name,"$109,383","$109,383",-,2010
10542,Band Baaja Baaraat,"$104,532","$43,820","$60,712",2010
10543,Feed the Fish,"$101,170","$101,170",-,2010
10544,The Good Guy,"$100,688","$100,688",-,2010
10545,8: The Mormon Proposition,"$100,280","$100,280",-,2010
10546,Bhutto,"$100,202","$100,202",-,2010
10547,White Lion,"$99,635",-,"$99,635",2010
10548,Kings of the Evening,"$99,270","$99,270",-,2010
10549,Kisses 2010 Re-release,"$96,933","$81,680","$15,253",2010
10550,Oy Vey! My Son Is Gay!!,"$89,507","$89,507",-,2010
10551,Crazy on the Outside,"$88,335","$88,335",-,2010
10552,The Cartel,"$87,763","$87,763",-,2010
10553,Waking Sleeping Beauty,"$84,918","$80,741","$4,177",2010
10554,Enemies of the People,"$80,654","$73,171","$7,483",2010
10555,Inhale,"$80,112","$4,115","$75,997",2010
10556,Breaking Upwards,"$77,389","$77,389",-,2010
10557,Night Catches Us,"$76,185","$76,185",-,2010
10558,Hadewijch,"$74,586","$5,006","$69,580",2010
10559,Prodigal Sons,"$73,544","$73,544",-,2010
10560,The Sicilian Girl 2010 Re-release,"$71,239","$71,239",-,2010
10561,Rosencrantz and Guildenstern Are Undead,"$71,007","$71,007",-,2010
10562,Over Your Cities Grass Will Grow,"$70,256","$51,301","$18,955",2010
10563,Assassination of a High School President,"$69,564",-,"$69,564",2010
10564,Strange Powers: Stephin Merritt and the Magnetic Fields,"$68,719","$68,719",-,2010
10565,Budrus,"$68,353","$68,353",-,2010
10566,2012: Time for Change,"$68,339","$68,339",-,2010
10567,Le Amiche,"$68,167","$68,167",-,2010
10568,The Sun Behind the Clouds: Tibet's Struggle for Freedom,"$67,095","$67,095",-,2010
10569,The Autobiography of Nicolae Ceausescu,"$67,093","$34,023","$33,070",2010
10570,Dancing Across Borders,"$66,166","$66,166",-,2010
10571,Racing Dreams,"$65,082","$65,082",-,2010
10572,Badmaa$h Company,"$64,398",-,"$64,398",2010
10573,Cool It,"$62,713","$62,713",-,2010
10574,Kites The Remix,"$61,997","$41,783","$20,214",2010
10575,Orlando 2010 Re-release,"$58,198","$58,198",-,2010
10576,As Good as Dead,"$55,618","$1,981","$53,637",2010
10577,The Nature of Existence,"$54,645","$54,645",-,2010
10578,The Lottery,"$54,543","$54,543",-,2010
10579,The Harimaya Bridge,"$54,473","$54,473",-,2010
10580,Harlan: In the Shadow of Jew Suess,"$54,305","$54,305",-,2010
10581,God of Vampires,"$53,345","$53,345",-,2010
10582,Mia and the Migoo 2010 Re-release,"$52,873","$17,000","$35,873",2010
10583,Cropsey,"$52,476","$52,476",-,2010
10584,Breath Made Visible: Anna Halprin,"$52,387","$52,387",-,2010
10585,Here and There,"$52,307","$27,156","$25,151",2010
10586,The Human Experience,"$52,296","$52,296",-,2010
10587,Inferno,"$52,003","$25,489","$26,514",2010
10588,GasLand,"$49,428","$30,846","$18,582",2010
10589,Tales from Earthsea 2010 Re-release,"$48,658","$48,658",-,2010
10590,Boogie Woogie,"$48,411","$2,618","$45,793",2010
10591,Every Man for Himself,"$47,262","$47,262",-,2010
10592,Ca$h,"$46,488","$46,488",-,2010
10593,William S. Burroughs: A Man Within,"$46,380","$46,380",-,2010
10594,Defendor,"$44,462","$44,462",-,2010
10595,The Oath,"$42,273","$42,273",-,2010
10596,On the Bowery,"$41,802","$41,802",-,2010
10597,Terkel in Trouble 2010 Re-release,"$40,385","$40,385",-,2010
10598,The Red Baron 2010 Re-release,"$40,239","$37,189","$3,050",2010
10599,Bluebeard,"$38,696","$33,490","$5,206",2010
10600,Nine Nation Animation,"$38,382","$38,382",-,2010
10601,The Legend of Pale Male,"$38,083","$38,083",-,2010
10602,Cherry,"$36,465","$11,362","$25,103",2010
10603,Guy and Madeline on a Park Bench,"$35,556","$35,556",-,2010
10604,Go Get Some Rosemary,"$33,217","$21,766","$11,451",2010
10605,Ahead of Time: The Extraordinary Journey of Ruth Gruber,"$33,024","$33,024",-,2010
10606,Spoken Word,"$32,961","$32,961",-,2010
10607,Boxing Gym,"$32,476","$32,476",-,2010
10608,Brotherhood,"$32,416","$19,722","$12,694",2010
10609,Beetle Queen Conquers Tokyo,"$32,308","$32,308",-,2010
10610,Living in Emergency,"$32,208","$32,208",-,2010
10611,180° South,"$31,745","$31,745",-,2010
10612,Who Is Harry Nilsson (And Why Is Everybody Talkin' About Him?),"$30,975","$30,975",-,2010
10613,Shanghai Red 2010 Re-release,"$30,353","$30,353",-,2010
